@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
228,3138,0,89843,2440,0.97356,1,0.033749,1,0.966251,0.065294,0.974429,1.026242,0.000031
229,3138,0,89842,2441,0.973549,1,0.033749,1,0.966251,0.065295,0.974419,1.026253,0.000031
230,3138,0,89840,2443,0.973527,1,0.03375,1,0.96625,0.065296,0.974398,1.026275,0.000032
231,3138,0,89832,2451,0.97344,1,0.033753,1,0.966247,0.065302,0.974314,1.026363,0.000032
232,3138,0,89831,2452,0.97343,1,0.033753,1,0.966247,0.065302,0.974303,1.026374,0.000032
233,3138,0,89830,2453,0.973419,1,0.033754,1,0.966246,0.065303,0.974293,1.026385,0.000032
234,3138,0,89825,2458,0.973365,1,0.033755,1,0.966245,0.065306,0.97424,1.026441,0.000032
235,3138,0,89824,2459,0.973354,1,0.033756,1,0.966244,0.065307,0.97423,1.026452,0.000032
236,3138,0,89823,2460,0.973343,1,0.033756,1,0.966244,0.065308,0.97422,1.026463,0.000032
237,3138,0,89821,2462,0.973321,1,0.033757,1,0.966243,0.065309,0.974199,1.026485,0.000032
238,3138,0,89817,2466,0.973278,1,0.033758,1,0.966242,0.065312,0.974157,1.026529,0.000032
239,3138,0,89816,2467,0.973267,1,0.033759,1,0.966241,0.065312,0.974146,1.02654,0.000033
240,3138,0,89815,2468,0.973256,1,0.033759,1,0.966241,0.065313,0.974136,1.026551,0.000033
241,3138,0,89812,2471,0.973224,1,0.03376,1,0.96624,0.065315,0.974104,1.026584,0.000033
242,3138,0,89809,2474,0.973191,1,0.033761,1,0.966239,0.065317,0.974073,1.026617,0.000033
243,3138,0,89797,2486,0.973061,1,0.033766,1,0.966234,0.065325,0.973947,1.02675,0.000033
244,3138,0,89796,2487,0.97305,1,0.033766,1,0.966234,0.065326,0.973937,1.026761,0.000033
245,3138,0,89792,2491,0.973007,1,0.033767,1,0.966233,0.065329,0.973895,1.026805,0.000033
